,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
family#F10F192,-0.14293596,0.3399418,0.04484721,-0.1939157,-0.09151738,0.31383064,0.04706243,0.2829751,-0.21891117,0.66668105,-0.098100536,0.3358932,-0.09704569,-0.0024737793,0.43281046,0.26961172,-0.17596167,0.34693673,0.1078618,0.13336839,-0.3842233,-0.18224394,-0.1326982,-0.056562684,-0.23030847,0.19143905,-0.15738662,-0.2722954,-0.39358923,-0.16272576,-0.17070557,0.31023765,0.27424702,-0.18559754,-0.025482576,-0.30509877,0.1009993,0.508184,0.26826203,-0.29225838
family#F10F193,-0.14317448,0.300596,0.014038862,-0.25283065,-0.1283097,0.14585671,0.033451047,0.23169401,-0.24237172,0.65256226,-0.22781971,0.3629231,-0.20249599,0.00020330264,0.35702777,0.32755673,-0.23547582,0.28726846,0.08837121,0.14364715,-0.32565877,-0.2101018,-0.14022891,0.03187454,-0.3008618,0.14677496,-0.112619266,-0.27756783,-0.2668133,-0.118158184,-0.076746844,0.29392496,0.24459255,-0.20732833,-0.13854684,-0.32985774,0.0021458543,0.50702834,0.35156426,-0.10888319
family#F10F195,-0.36685824,0.16291176,0.18078975,-0.13087985,-0.072113395,0.3915263,0.12949081,0.40650612,-0.02329968,0.6950343,0.013918477,0.1052557,-0.21779011,-0.20650692,0.39747685,0.4083994,-0.25500548,-0.2678335,0.06858222,0.020718416,-0.22627091,-0.1975589,-0.049710702,-0.0147156045,-0.41211808,0.57552904,-0.08037033,-0.27922383,-0.25454396,-0.21380205,-0.15337153,-0.18988185,0.13543782,0.009591049,0.20451728,-0.27908483,-0.08586373,-0.26613134,0.12709129,-0.017490303
family#F10F198,-0.28296676,0.07340274,-0.010027099,-0.36063123,0.17293514,-0.18742506,-0.025201682,0.29487813,-0.052882228,0.3808573,-0.28800973,0.36618403,-0.25039485,-0.2277608,0.11972116,0.23742081,-0.21198757,-0.15065067,-0.039992385,0.16803999,-0.39847064,-0.119705066,0.015398365,-0.22289087,-0.45112047,0.15881097,0.18830484,-0.04519118,-0.22615984,-0.37167853,-0.24021854,0.18524155,0.23557355,0.14209826,-0.09105712,-0.21344721,-0.098956525,-0.3403006,0.24958669,-0.10852276
family#F10F200,-0.3449643,0.08619044,-0.023019513,-0.37977976,-0.006282736,0.07827395,0.08201016,0.22387905,-0.18023108,0.2563446,0.10726708,0.28515962,-0.16043046,-0.12035445,0.37270042,0.25832462,-0.19041952,0.17822458,-0.21293715,0.15068428,-0.18133447,0.007867301,0.037173294,-0.11367993,-0.3445478,0.025404457,0.17581905,-0.14304744,-0.2431151,-0.26150605,-0.51059985,0.32787037,0.4071074,-0.03650158,-0.26425225,-0.24115409,-0.085334286,-0.03102783,0.2707667,-0.11925416
family#F10F201,-0.049508598,0.27060637,0.11459197,-0.14710511,0.028790602,0.29256493,0.1501424,0.112258345,-0.20017079,0.47988442,-0.17822327,0.2972098,-0.036157656,0.0038154004,0.46819463,0.116704695,-0.253417,0.4256941,-0.1131551,0.112204835,-0.5075581,-0.20419736,-0.23404373,-0.042026784,-0.38751137,-0.018094435,0.009870646,-0.18861654,-0.19691728,-0.10500453,-0.19856575,0.39131716,0.29151076,0.15968907,-0.14647235,-0.4011304,-0.028443407,-0.04697868,0.2891216,-0.35602278
family#F10M171,-0.37247807,-0.18529344,-0.2266062,-0.37686345,-0.004838966,0.50310344,-0.04985034,0.22448568,0.07471808,0.52036035,-0.017419206,-0.32890236,-0.2617216,0.13905606,0.19774817,0.07038758,-0.20684029,-0.32408372,0.090709366,0.08217589,-0.23304401,-0.07831284,0.13637738,-0.19645187,-0.36004746,0.3755021,0.06890287,-0.13318239,-0.33750507,-0.5851065,-0.32115057,0.33265185,0.40581602,-0.071286894,0.099004194,-0.48855725,-0.056541286,0.26647615,0.11958706,0.10505891
family#F10M173,-0.19265755,-0.08609676,-0.31060213,-0.16106056,0.022120481,0.5299711,0.008057403,0.23118524,-0.020457497,0.57092565,0.132602,-0.06347822,-0.2711816,0.24898876,0.30091482,0.23312975,-0.44051334,-0.19223566,0.026079755,0.0129881445,-0.3071879,-0.18741623,0.19775793,0.00916329,-0.33381855,0.56070524,-0.127846,-0.2504552,-0.33789435,-0.03252509,-0.198108,-0.15223984,0.17243196,0.23718515,-0.17668873,-0.35100758,0.1372194,-0.37008634,0.20506784,-0.3631581
family#F10M176,-0.47363782,0.0695663,-0.30522734,-0.36074975,-0.078131065,0.174907,0.15326187,0.16543956,-0.06719849,0.14414759,0.03104404,0.13475893,-0.23019215,-0.02447872,0.26667234,0.13442427,-0.36248788,0.08412777,-0.22774462,0.18467627,-0.20398106,-0.045180127,0.2288187,-0.17424528,-0.3291862,0.2842999,0.06940798,-0.08873454,-0.38426557,-0.06562476,-0.26795715,-0.010502921,0.39948538,0.014127638,-0.03161408,-0.2464787,-0.063299105,0.017902257,0.27844712,-0.37819096
family#F10M178,-0.32324362,0.058653228,-0.3200009,-0.35016614,-0.01897393,0.12498886,0.150249,0.18319714,-0.24177228,0.19021834,-0.43880898,0.10775886,-0.23682398,-0.05983998,0.430723,0.17253871,-0.34120613,0.08467932,-0.1362136,0.28990203,-0.242641,0.0022958098,0.29025158,-0.19501178,-0.32422253,0.2039241,0.024472035,-0.09251455,-0.14294186,-0.0747252,-0.12330569,0.015770132,0.3895643,0.014790365,-0.16532627,-0.21282117,-0.098983034,0.028796261,0.3259175,-0.34721985
family#F10M180,-0.32405978,0.06542169,-0.28961372,-0.31339294,-0.028453678,0.20149408,0.12612227,0.22627595,-0.031812046,0.37452453,-0.5553122,0.12823936,-0.1804716,-0.042931028,0.2186708,0.23512197,-0.3645569,-0.042369135,-0.3204151,0.14176933,-0.25537694,-0.062202252,0.24041456,-0.2565835,-0.3274072,0.2871401,0.08255623,-0.13669673,-0.32743832,-0.16240571,-0.09610423,-0.09759254,0.29525504,-0.01509074,0.09111318,-0.26542592,-0.10950721,-0.0070056776,0.3468141,-0.06724645
family#F10M182,-0.29535773,0.015480939,-0.23623061,-0.3406974,-0.058137443,-0.09776318,0.05581768,0.34218714,-0.025558287,0.4126742,-0.3279831,-0.033048254,-0.21464977,0.22534738,0.1794653,0.058825474,-0.2501954,-0.28028554,-0.17893869,0.18134378,-0.31518695,0.0901161,0.18615799,-0.15062821,-0.24982871,0.15495679,0.07662544,-0.16853906,-0.24398248,-0.15508713,-0.17100589,-0.02153957,0.38622364,-0.31788072,-0.23516996,-0.44162047,-0.1380382,-0.023774272,0.24707714,-0.24192107
family#F10M183,-0.09579737,0.10534166,-0.37086964,-0.15241572,-0.17488785,0.32873392,0.27147865,0.30038044,-0.21523571,0.28157446,-0.24655697,0.26411688,-0.2001711,0.05198327,0.14080438,0.2682718,-0.31897974,0.0687561,-0.07076855,0.18157507,-0.39460027,-0.18389945,-0.025202932,-0.06626277,-0.24863175,-0.016710667,-0.11094855,-0.4370214,-0.3875083,-0.045303944,-0.16046816,0.04799887,0.09911466,-0.28001967,-0.24871428,-0.38596904,0.26714098,-0.24431695,0.3692106,-0.37602738
family#F10M184,-0.056198567,0.042319443,-0.3433635,-0.19841775,-0.19965564,0.22201617,0.1717123,0.21383104,-0.21535891,0.29978436,-0.08608199,0.22754443,-0.09006343,0.0775429,0.2632192,0.23545471,-0.386892,0.06804042,-0.13771197,0.21763813,-0.38839015,-0.26662016,0.01645329,-0.0431208,-0.33202395,-0.0073630037,-0.0810072,-0.24577577,-0.30449262,0.0126792565,-0.28619075,0.04419529,0.23024853,-0.37479326,-0.23406294,-0.39200398,0.3089302,-0.25077692,0.33569205,-0.3473966
family#F10M187,-0.35994044,-0.17362398,-0.29749513,-0.33159268,-0.107874975,0.027538627,-0.17138934,0.40968785,0.067198135,0.52076685,-0.20833994,0.24063404,-0.27483085,0.22436552,0.18771867,0.17593691,-0.297174,0.39019957,0.0392777,0.03774116,-0.39784795,-0.13780114,0.21228012,-0.2400344,-0.2758559,0.24412386,0.1387859,-0.13273205,-0.27476564,-0.37348396,-0.33105937,0.020561809,0.29896972,-0.21051583,-0.08661623,-0.34588987,-0.101495914,-0.27785036,0.12632492,0.062449917
family#F10M188,-0.15540674,0.05362675,-0.3607313,-0.21520701,-0.13219717,0.4730788,0.011660449,0.30742097,8.91707e-05,0.5815458,0.109678395,0.30763704,-0.25406548,0.24446408,0.25199485,0.2679993,-0.277382,0.3142192,-0.31736597,0.07087176,-0.38747987,-0.16338506,0.20059691,-0.085371524,-0.32536763,0.20304428,-0.15043892,-0.17641908,-0.39457092,-0.023013817,-0.19090526,0.3014189,0.095148996,-0.2249743,-0.22777165,-0.2861642,0.24121337,0.5426895,0.09988874,-0.005840151
family#F10M190,-0.37478286,0.26452184,-0.294706,-0.25033966,-0.15759842,0.06407171,0.28892586,0.15197827,-0.25537267,0.17988123,0.23751798,0.3220079,-0.02458685,-0.003709555,0.5026306,0.14500472,-0.29152802,-0.381714,-0.27297008,0.10717551,-0.40500778,-0.16328965,0.15462193,-0.07072471,-0.36444896,0.49989015,-0.004619289,-0.085418314,-0.35289732,-0.03468507,-0.21810043,0.34775883,0.06562904,-0.103351854,-0.31007984,-0.14394264,0.13170347,0.1405387,0.27991107,0.015337707
family#F10M194,-0.4073801,0.06682537,-0.26199728,-0.30469415,-0.005775518,0.082706414,0.14305954,0.2876195,-0.120224684,0.32583594,-0.06439881,0.16813469,-0.20619959,-0.03324157,0.16942243,0.18755525,-0.3654164,0.03724637,-0.36731815,0.11893257,-0.20855464,-0.033301666,0.23254405,-0.33530188,-0.23272258,0.1405271,0.04727031,-0.15361845,-0.4037484,-0.13918036,-0.19009128,0.29430562,0.26183248,0.031991724,-0.166668,-0.17298162,-0.08575637,0.19013876,0.27176967,-0.087897345
family#F10M196,-0.33081114,-0.087598495,-0.18921776,-0.4023163,0.019269489,0.38982758,0.03776636,0.29615146,-0.036367968,0.36716494,-0.35927972,0.03136217,-0.25131342,0.2085955,0.28260237,0.27990034,-0.112485476,-0.2358888,0.028097603,0.042800784,-0.26331976,-0.17173661,0.20172717,-0.2985869,-0.4062529,0.34152913,0.13845964,-0.14387684,-0.23104207,-0.25074324,-0.22813135,-0.069259755,0.25813773,0.27337417,-0.16352484,-0.09689155,-0.2099309,0.08165915,0.13677992,0.105186835
family#F10M197,-0.42701396,0.11817623,-0.3152613,-0.3165848,0.029330038,-0.21900816,0.13693255,0.14591934,0.024782889,0.40091938,-0.08315377,0.29770696,-0.14200811,0.16588585,0.10093649,0.06546689,-0.29486075,-0.07265685,-0.021652466,0.005724675,-0.41117394,-0.14645687,0.24405387,-0.14250438,-0.40146017,0.409762,0.067135245,-0.21416686,-0.36451194,-0.27369636,-0.11963985,0.14252797,0.084099166,0.20651256,-0.19087674,-0.09313512,0.17677307,-0.34674978,0.18650343,-0.11970085
family#F10M199,-0.11860287,0.11514765,-0.34027708,-0.123567626,0.008497365,0.13538548,0.22177292,0.18086606,-0.072891265,0.42434895,-0.5390996,0.27350414,-0.11890376,-0.027560325,0.28459653,0.11875409,-0.38682446,0.4490443,-0.057251826,0.060064055,-0.46229005,-0.2152572,0.2656647,-0.085345075,-0.36821514,-0.087653525,-0.059761286,-0.19013824,-0.391194,-0.10042052,0.10427338,0.41541559,0.018369865,0.20390283,-0.0744378,-0.24660085,0.19521545,-0.07542383,0.3686595,-0.17699231
family#F10M202,-0.24465851,0.011052821,-0.23393334,-0.40793806,-0.01699796,0.10214335,0.12354222,0.07328272,-0.11858802,0.33095235,-0.14717998,0.14034449,-0.25377718,-0.004268247,0.053384684,0.056668285,-0.30355456,0.025852378,-0.22094026,0.27400288,-0.24652226,-0.011927261,0.24233702,-0.17152062,-0.35231614,0.16482966,0.035658777,-0.091872446,-0.36647195,-0.14350204,-0.11488201,0.30912146,0.3780011,0.05322223,-0.11826343,-0.3481806,-0.012703211,0.027212841,0.32490572,-0.28099382
family#F1F2,-0.31914023,-0.014076116,0.08198575,-0.26472765,0.16723959,0.2178554,0.37822503,0.20909904,-0.027583128,0.24210058,-0.3126998,0.02331236,-0.15090191,-0.30099773,-0.0918436,0.20976284,-0.27584362,-0.26192567,0.0030326894,0.07598041,-0.1738678,-0.10298278,-0.010562109,-0.1517345,-0.4435507,0.2587044,0.27674353,0.07491631,-0.3888939,-0.14846216,-0.17975399,0.43468034,0.5497742,-0.19201724,-0.13141084,-0.06493143,-0.05348891,0.27952135,0.07747024,-0.011247552
family#F1F3,-0.43823972,0.22228485,0.053873867,-0.36429772,0.06166057,0.043997735,0.38073632,-0.0052485173,-0.17433465,0.24019277,-0.28306457,-0.21275464,-0.19028518,-0.124453634,0.46923783,-0.026878452,-0.3260346,-0.37619126,0.042451523,0.1446933,-0.3380519,-0.06423046,-0.12759988,0.0065337666,-0.46463066,0.28192595,0.26471028,-0.086808614,-0.13910931,-0.13271804,-0.10795547,0.16310333,0.32374808,-0.21437304,-0.22871831,-0.13658257,-0.043533083,-0.42704526,0.25175822,-0.25531483
family#F1F5,-0.104835205,0.35463342,0.11077516,-0.07712945,0.11747026,0.11342563,0.3852604,0.09782624,0.059208922,0.16888553,-0.042163603,0.10256751,-0.32150692,0.03153458,0.27351728,0.0841126,-0.16595562,0.5155675,-0.096338026,0.22753386,-0.4918846,-0.440251,-0.13162474,-0.042716984,-0.39436466,0.087637864,0.2457532,-0.11631794,-0.5406914,-0.09971115,-0.24331036,-0.09099031,0.27995247,-0.15250766,-0.27114856,-0.6208458,-0.055494145,-0.22651047,0.286539,-0.30270565
family#F1F7,-0.10172738,0.35663065,0.06017974,-0.09171202,0.0033260533,0.14077382,0.37173268,0.18235636,-0.34225756,0.21927601,-0.43588686,0.21221612,-0.17081295,0.0006800517,0.37521917,0.018876426,-0.11011596,0.49937966,-0.09377053,0.30290565,-0.51074713,-0.29896203,-0.04002499,0.08274784,-0.42923704,0.11730143,0.28341812,-0.24462874,-0.01362622,-0.16955392,-0.17858867,-0.092365,0.3358089,-0.16809261,-0.17213221,-0.67286533,-0.043249644,-0.23470303,0.34958205,-0.28788963
family#F1M1,-0.46463498,-0.05861528,-0.21052957,-0.3900625,0.018388096,0.24601556,0.31163892,0.2797364,-0.038716473,0.20416453,-0.100564525,0.03825787,-0.20424116,0.24770613,0.00973391,0.2353978,-0.17687868,-0.29126504,-0.031980876,0.07619025,-0.22735791,-0.04149293,0.114870004,-0.12231629,-0.5173553,0.26663563,0.32364056,0.02027192,-0.20879963,-0.16653891,-0.23590782,0.38201013,0.38253447,-0.09196914,-0.119047984,-0.062337264,-0.07288156,0.254215,0.08144845,0.015463302
family#F1M4,-0.5257473,-0.00034194355,-0.23341665,-0.45192567,0.0994266,0.038857084,0.3257634,0.05732463,-0.09797054,0.22554603,-0.03926292,-0.17133664,-0.10710648,0.17697428,0.0038578014,0.085947886,-0.47905183,-0.25062788,0.10688012,0.15690051,-0.27765235,-0.018444227,0.18278487,-0.28367892,-0.40872598,0.15321243,0.33813566,0.040450387,-0.40825784,-0.0925861,-0.24125783,0.19227153,0.37010932,-0.07547509,-0.009904784,-0.18107463,-0.04903504,-0.34571487,0.2328985,-0.17860626
family#F1M6,-0.40041414,0.10560803,-0.29470646,-0.4158873,-0.07046861,0.047515675,0.16331755,0.06932836,-0.32084978,0.19512485,-0.27522478,0.1218414,-0.19961989,-0.014513294,0.29634807,0.1331582,-0.30798483,0.089121275,-0.17019163,0.29863185,-0.26056716,-0.06409913,0.25074846,-0.051889457,-0.40678662,0.1397834,0.3356247,-0.05559849,-0.094901256,-0.1033061,-0.20646638,-0.019886624,0.43256196,-0.026533853,-0.03857863,-0.35268614,-0.059243035,-0.019608436,0.24998215,-0.29565886
family#F1M8,-0.3949224,0.052373983,-0.27624902,-0.39551443,-0.012991694,0.05250649,0.32891107,0.14895508,0.061465826,0.23058008,0.14112915,0.08013295,-0.24486667,-0.029360171,0.08988301,0.16762225,-0.33494186,0.032764863,-0.11614965,0.28966123,-0.20664953,0.066117175,0.2474117,-0.17388825,-0.36223876,0.098045185,0.20561482,-0.11680193,-0.60991925,-0.0626211,-0.26841673,-0.044872805,0.36763725,-0.067724116,-0.08323264,-0.3724325,-0.07552007,0.008671533,0.27471882,-0.32477093
family#F2F10,-0.4446137,-0.039375436,0.07967939,-0.36231524,0.097618744,-0.045201004,-0.014345798,0.50800943,0.05225317,0.4361851,-0.31491733,-0.15968567,-0.32401025,-0.4194636,0.31967008,0.40719175,-0.22778367,0.12603499,-0.20115784,0.019802118,-0.1753172,-0.12254313,-0.08877741,-0.11994649,-0.3826332,0.09880962,0.055759843,-0.39188695,-0.31932077,-0.4496133,-0.121098384,0.43041402,0.4001521,-0.1452368,-0.23458807,0.24234343,0.030772043,-0.21382579,0.390999,0.05656856
family#F2F12,-0.37727454,-0.09377504,0.097319745,-0.37583774,-0.20572664,0.28341383,0.009457753,0.44700354,0.012213842,0.37950364,-0.07273027,0.03329158,-0.2700942,-0.405913,0.24901572,0.20849171,-0.3123352,0.17430347,-0.06933362,-0.016823508,-0.31252217,0.016526649,0.011161581,-0.2854456,-0.15836355,0.23829319,0.09488018,-0.2539311,-0.4501914,-0.19039337,-0.36764574,0.14149545,0.36667636,0.07271211,-0.26264694,-0.049447957,-0.0712231,0.20273471,0.26981676,-0.05428061
family#F2F14,-0.380835,0.12299656,-0.025433013,-0.38103694,-0.095221,0.15574306,0.08662378,0.32947654,-0.12445212,0.20578177,-0.45516124,0.18726002,-0.20036843,-0.10472765,0.33199796,0.24350867,-0.22215301,-0.043399096,-0.14235161,0.094218895,-0.17901993,-0.029888676,-0.03503563,-0.26481944,-0.30553973,0.19634815,0.055245705,-0.1865551,-0.23442258,-0.13830191,-0.07208259,0.12629636,0.38835764,-0.047875773,-0.15144172,-0.23662533,-0.04018123,0.13186231,0.33899382,-0.03689867
family#F2F15,-0.107719705,0.37908408,0.15121995,-0.20775165,-0.3322605,0.047332574,0.32274765,0.44607273,-0.06190299,0.37184155,-0.28269634,-0.024300216,-0.25162664,-0.13155746,0.3676243,-0.00787528,-0.20511715,-0.28375977,-0.06528327,0.16594364,-0.4471058,-0.09450375,-0.17722012,0.053900447,-0.110671945,0.3587533,0.09256671,-0.058002755,-0.27176067,-0.06269511,-0.2103426,0.06933611,0.24524422,0.10452476,-0.18517072,-0.1620304,-0.018695837,0.34932503,0.3231007,-0.27608353
family#F2F17,-0.08809064,0.35163596,0.08724205,-0.21885245,-0.32136405,0.21289098,0.51896757,0.37696722,-0.20885769,0.22476752,-0.08494238,0.18992813,-0.13979791,-0.030493233,0.376073,0.020268688,-0.30128652,-0.2673783,-0.27068484,0.29211825,-0.3701981,-0.25242525,-0.18056382,-0.05241898,-0.068487436,0.10585212,0.24174644,-0.14706849,-0.4085044,-0.11789011,-0.24119684,0.038092636,0.19185764,0.13997638,0.057945173,-0.6398675,-0.040397767,-0.24678436,0.28793803,-0.47564968
family#F2F19,-0.28086376,0.14581229,0.17337275,-0.19974443,-0.0061439127,0.20196691,0.19476362,0.5311,-0.03877617,0.52760595,-0.30849832,0.12987477,-0.28603938,-0.22651866,0.24976085,-0.23003383,-0.39143735,0.18199985,-0.27874917,0.021281848,-0.2835586,-0.09879278,-0.12472181,2.9338476e-05,-0.37996364,0.061704636,-0.101340115,-0.30934358,-0.18842144,0.011709451,-0.14101416,0.0006717479,0.1534892,-0.019378025,-0.32239535,0.09908107,-0.1755436,0.16632129,0.3173007,-0.0038788791
family#F2F22,-0.33231303,-0.06798986,0.067650884,-0.3407116,0.15194108,0.05696527,0.15670513,0.40174884,0.05771983,0.123243645,-0.03535009,0.24621938,-0.16767837,-0.32716137,-0.027379306,0.16476302,-0.16573149,0.028031902,0.1248697,-0.043178074,-0.26311356,-0.101751365,-0.05455232,-0.067054786,-0.59553653,0.19893846,0.14596939,-0.08264568,-0.35325366,0.08691171,-0.47773707,0.20012835,0.26145068,0.12255185,-0.074093476,-0.5313893,-0.06916489,0.24899623,0.17151614,-0.057509046
